Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,15:13:06.891586,15:13:25.981309,1,-1.0
1,15:13:06.891586,15:13:26.356292,1,-1.0
1,15:13:06.891586,15:13:26.494603,1,-1.0
1,15:13:06.891586,15:13:26.733336,1,-1.0
1,15:13:06.891586,15:13:26.972496,1,-1.0
1,15:13:06.891586,15:13:27.345706,1,-1.0
1,15:13:06.891586,15:13:27.721316,1,-1.0
1,15:13:06.891586,15:13:27.960322,1,-1.0
1,15:13:06.891586,15:13:28.098843,1,-1.0
1,15:13:06.891586,15:13:29.281062,1,-1.0
1,15:13:06.891586,15:13:29.519737,1,-1.0
1,15:13:06.891586,15:13:29.758872,1,-1.0
1,15:13:06.891586,15:13:30.133597,1,-1.0
1,15:13:06.891586,15:13:30.372393,1,-1.0
1,15:13:06.891586,15:13:30.510197,1,-1.0
1,15:13:06.891586,15:13:30.749265,1,-1.0
1,15:13:06.891586,15:13:31.123693,1,-1.0
1,15:13:06.891586,15:13:31.363062,1,-1.0
1,15:13:06.891586,15:13:31.602069,1,-1.0
1,15:13:06.891586,15:13:31.840539,1,-1.0
1,15:13:06.891586,15:13:31.978827,1,-1.0
1,15:13:06.891586,15:13:32.115964,1,-1.0
1,15:13:06.891586,15:13:32.254381,1,-1.0
1,15:13:06.891586,15:13:32.392710,1,-1.0
1,15:13:06.891586,15:13:32.767491,1,-1.0
1,15:13:06.891586,15:13:33.006273,1,-1.0
1,15:13:06.891586,15:13:33.247572,1,-1.0
1,15:13:06.891586,15:13:33.486703,1,-1.0
1,15:13:06.891586,15:13:33.725787,1,-1.0
1,15:13:06.891586,15:13:33.965341,1,-1.0
1,15:13:06.891586,15:13:34.203911,1,-1.0
1,15:13:06.891586,15:13:34.443604,1,-1.0
1,15:13:06.891586,15:13:34.682896,1,-1.0
1,15:13:06.891586,15:13:34.922434,1,-1.0
1,15:13:06.891586,15:13:35.160877,1,-1.0
1,15:13:06.891586,15:13:35.537230,1,-1.0
1,15:13:06.891586,15:13:35.775708,1,-1.0
1,15:13:06.891586,15:13:36.150844,1,-1.0
1,15:13:06.891586,15:13:36.525453,-1,-1.0
1,15:13:06.891586,15:13:37.135772,-1,-1.0
1,15:13:06.891586,15:13:37.274495,-1,-1.0
1,15:13:06.891586,15:13:37.648397,-1,-1.0
1,15:13:06.891586,15:13:37.886786,-1,-1.0
1,15:13:06.891586,15:13:38.125944,-1,-1.0
1,15:13:06.891586,15:13:38.365479,-1,-1.0
1,15:13:06.891586,15:13:38.604860,-1,-1.0
1,15:13:06.891586,15:13:38.743680,-1,-1.0
1,15:13:06.891586,15:13:38.982835,-1,-1.0
1,15:13:06.891586,15:13:39.221954,-1,-1.0
1,15:13:06.891586,15:13:39.596351,-1,-1.0
1,15:13:06.891586,15:13:39.834636,-1,-1.0
1,15:13:06.891586,15:13:40.073982,-1,-1.0
1,15:13:06.891586,15:13:40.450304,-1,-1.0
1,15:13:06.891586,15:13:40.688563,-1,-1.0
1,15:13:06.891586,15:13:40.927933,-1,-1.0
1,15:13:06.891586,15:13:41.167325,-1,-1.0
1,15:13:06.891586,15:13:41.543001,-1,-1.0
1,15:13:06.891586,15:13:41.682011,-1,-1.0
1,15:13:06.891586,15:13:41.921383,-1,-1.0
1,15:13:06.891586,15:13:42.159294,1,-1.0
1,15:13:06.891586,15:13:42.398575,1,-1.0
1,15:13:06.891586,15:13:42.638016,1,-1.0
1,15:13:06.891586,15:13:42.876420,1,-1.0
1,15:13:06.891586,15:13:43.115911,1,-1.0
1,15:13:06.891586,15:13:43.354433,1,-1.0
1,15:13:06.891586,15:13:43.593430,1,-1.0
1,15:13:06.891586,15:13:44.069773,1,-1.0
1,15:13:06.891586,15:13:44.208768,1,-1.0
1,15:13:06.891586,15:13:44.447563,1,-1.0
1,15:13:06.891586,15:13:44.687246,1,-1.0
1,15:13:06.891586,15:13:44.927355,1,-1.0
1,15:13:06.891586,15:13:45.166109,1,-1.0
1,15:13:06.891586,15:13:45.541456,1,-1.0
1,15:13:06.891586,15:13:45.781410,1,-1.0
1,15:13:06.891586,15:13:46.021094,1,-1.0
1,15:13:06.891586,15:13:46.396753,1,-1.0
1,15:13:06.891586,15:13:46.635662,1,-1.0
1,15:13:06.891586,15:13:46.773708,1,-1.0
1,15:13:06.891586,15:13:46.911977,1,-1.0
1,15:13:06.891586,15:13:47.151290,1,-1.0
1,15:13:06.891586,15:13:47.390857,1,-1.0
1,15:13:06.891586,15:13:47.630683,1,-1.0
1,15:13:06.891586,15:13:48.106453,1,-1.0
1,15:13:06.891586,15:13:48.346193,1,-1.0
1,15:13:06.891586,15:13:48.585839,1,-1.0
1,15:13:06.891586,15:13:48.824582,1,-1.0
1,15:13:06.891586,15:13:49.063188,1,-1.0
1,15:13:06.891586,15:13:49.302575,1,-1.0
1,15:13:06.891586,15:13:49.541886,1,-1.0
1,15:13:06.891586,15:13:49.780614,1,-1.0
1,15:13:06.891586,15:13:50.020207,1,-1.0
1,15:13:06.891586,15:13:50.259985,1,-1.0
1,15:13:06.891586,15:13:50.498703,1,-1.0
1,15:13:06.891586,15:13:50.737893,1,-1.0
1,15:13:06.891586,15:13:50.976413,1,-1.0
1,15:13:06.891586,15:13:51.115384,1,-1.0
1,15:13:06.891586,15:13:51.254431,1,-1.0
1,15:13:06.891586,15:13:51.392685,1,-1.0
1,15:13:06.891586,15:13:51.631583,1,-1.0
1,15:13:06.891586,15:13:51.871022,1,-1.0
1,15:13:06.891586,15:13:52.110305,1,-1.0
1,15:13:06.891586,15:13:52.348256,1,-1.0
1,15:13:06.891586,15:13:52.588088,1,-1.0
1,15:13:06.891586,15:13:52.963295,1,-1.0
1,15:13:06.891586,15:13:53.203162,1,-1.0
1,15:13:06.891586,15:13:53.679201,1,-1.0
1,15:13:06.891586,15:13:54.054435,-1,-1.0
1,15:13:06.891586,15:13:54.293652,-1,-1.0
1,15:13:06.891586,15:13:54.532044,-1,-1.0
1,15:13:06.891586,15:13:54.770301,-1,-1.0
1,15:13:06.891586,15:13:55.009601,-1,-1.0
1,15:13:06.891586,15:13:55.248535,-1,-1.0
1,15:13:06.891586,15:13:55.488143,-1,-1.0
1,15:13:06.891586,15:13:55.727311,-1,-1.0
1,15:13:06.891586,15:13:55.966297,-1,-1.0
1,15:13:06.891586,15:13:56.206043,-1,-1.0
1,15:13:06.891586,15:13:56.445697,-1,-1.0
1,15:13:06.891586,15:13:56.684083,-1,-1.0
1,15:13:06.891586,15:13:57.058709,-1,-1.0
1,15:13:06.891586,15:13:57.296888,-1,-1.0
1,15:13:06.891586,15:13:57.535476,-1,-1.0
1,15:13:06.891586,15:13:57.773879,-1,-1.0
1,15:13:06.891586,15:13:58.012004,-1,-1.0
1,15:13:06.891586,15:13:58.252054,-1,-1.0
1,15:13:06.891586,15:13:58.491936,-1,-1.0
1,15:13:06.891586,15:13:58.731384,-1,-1.0
1,15:13:06.891586,15:13:58.970652,-1,-1.0
1,15:13:06.891586,15:13:59.345722,-1,-1.0
1,15:13:06.891586,15:13:59.484172,-1,-1.0
1,15:13:06.891586,15:13:59.623417,-1,-1.0
1,15:13:06.891586,15:13:59.762552,-1,-1.0
1,15:13:06.891586,15:14:00.002297,-1,-1.0
1,15:13:06.891586,15:14:00.141604,-1,-1.0
1,15:13:06.891586,15:14:00.380210,1,-1.0
1,15:13:06.891586,15:14:00.520491,1,-1.0
1,15:13:06.891586,15:14:00.760237,1,-1.0
1,15:13:06.891586,15:14:01.000123,1,-1.0
1,15:13:06.891586,15:14:01.239404,1,-1.0
1,15:13:06.891586,15:14:01.478602,1,-1.0
1,15:13:06.891586,15:14:01.717236,1,-1.0
1,15:13:06.891586,15:14:02.093681,1,-1.0
1,15:13:06.891586,15:14:03.040093,1,-1.0
1,15:13:06.891586,15:14:03.279715,1,-1.0
1,15:13:06.891586,15:14:03.518155,1,-1.0
1,15:13:06.891586,15:14:03.757602,1,-1.0
1,15:13:06.891586,15:14:03.996554,1,-1.0
1,15:13:06.891586,15:14:04.235155,1,-1.0
1,15:13:06.891586,15:14:04.474557,1,-1.0
1,15:13:06.891586,15:14:04.848987,1,-1.0
1,15:13:06.891586,15:14:05.088434,1,-1.0
1,15:13:06.891586,15:14:05.463382,1,-1.0
1,15:13:06.891586,15:14:05.702258,1,-1.0
1,15:13:06.891586,15:14:06.075903,1,-1.0
1,15:13:06.891586,15:14:06.315505,1,-1.0
1,15:13:06.891586,15:14:06.453662,1,-1.0
1,15:13:06.891586,15:14:06.692521,1,-1.0
1,15:13:06.891586,15:14:06.930866,1,-1.0
1,15:13:06.891586,15:14:07.070017,1,-1.0
1,15:13:06.891586,15:14:07.208291,1,-1.0
1,15:13:06.891586,15:14:07.347042,1,-1.0
1,15:13:06.891586,15:14:07.486175,1,-1.0
1,15:13:06.891586,15:14:07.725087,1,-1.0
1,15:13:06.891586,15:14:07.863662,1,-1.0
1,15:13:06.891586,15:14:08.001535,1,-1.0
1,15:13:06.891586,15:14:08.613425,-1,-1.0
1,15:13:06.891586,15:14:08.852255,-1,-1.0
1,15:13:06.891586,15:14:09.091521,-1,-1.0
1,15:13:06.891586,15:14:09.330315,-1,-1.0
1,15:13:06.891586,15:14:09.468792,-1,-1.0
1,15:13:06.891586,15:14:09.708304,-1,-1.0
1,15:13:06.891586,15:14:10.082667,-1,-1.0
1,15:13:06.891586,15:14:10.221781,1,-1.0
1,15:13:06.891586,15:14:10.460370,1,-1.0
1,15:13:06.891586,15:14:10.834442,1,-1.0
1,15:13:06.891586,15:14:10.973130,1,-1.0
1,15:13:06.891586,15:14:11.111821,1,-1.0
1,15:13:06.891586,15:14:11.351227,1,-1.0
1,15:13:06.891586,15:14:11.589670,1,-1.0
1,15:13:06.891586,15:14:11.827979,1,-1.0
1,15:13:06.891586,15:14:12.066375,1,-1.0
1,15:13:06.891586,15:14:12.304981,1,-1.0
1,15:13:06.891586,15:14:12.680301,1,-1.0
1,15:13:06.891586,15:14:12.818357,1,-1.0
1,15:13:06.891586,15:14:13.057153,1,-1.0
1,15:13:06.891586,15:14:13.296424,1,-1.0
1,15:13:06.891586,15:14:13.535355,1,-1.0
1,15:13:06.891586,15:14:13.774510,1,-1.0
1,15:13:06.891586,15:14:14.013779,1,-1.0
1,15:13:06.891586,15:14:15.332601,-1,-1.0
1,15:13:06.891586,15:14:15.572088,-1,-1.0
1,15:13:06.891586,15:14:15.810537,-1,-1.0
1,15:13:06.891586,15:14:16.049905,-1,-1.0
1,15:13:06.891586,15:14:16.289169,-1,-1.0
1,15:13:06.891586,15:14:16.427283,-1,-1.0
1,15:13:06.891586,15:14:16.565895,-1,-1.0
1,15:13:06.891586,15:14:16.705364,-1,-1.0
1,15:13:06.891586,15:14:16.943530,1,-1.0
1,15:13:06.891586,15:14:17.083365,1,-1.0
1,15:13:06.891586,15:14:17.321846,1,-1.0
1,15:13:06.891586,15:14:17.460824,1,-1.0
1,15:13:06.891586,15:14:17.699926,1,-1.0
1,15:13:06.891586,15:14:18.075489,1,-1.0
1,15:13:06.891586,15:14:18.314998,1,-1.0
1,15:13:06.891586,15:14:18.455243,1,-1.0
1,15:13:06.891586,15:14:18.694230,1,-1.0
1,15:13:06.891586,15:14:18.832136,1,-1.0
1,15:13:06.891586,15:14:19.071424,1,-1.0
1,15:13:06.891586,15:14:19.309768,1,-1.0
1,15:13:06.891586,15:14:19.448923,1,-1.0
1,15:13:06.891586,15:14:19.688255,1,-1.0
1,15:13:06.891586,15:14:19.927034,1,-1.0
1,15:13:06.891586,15:14:20.165682,1,-1.0
1,15:13:06.891586,15:14:20.304891,1,-1.0
1,15:13:06.891586,15:14:20.543631,1,-1.0
1,15:13:06.891586,15:14:20.782975,1,-1.0
1,15:13:06.891586,15:14:21.021411,1,-1.0
1,15:13:06.891586,15:14:21.159526,1,-1.0
1,15:13:06.891586,15:14:21.397841,1,-1.0
1,15:13:06.891586,15:14:21.636808,1,-1.0
1,15:13:06.891586,15:14:21.775191,1,-1.0
1,15:13:06.891586,15:14:22.014512,1,-1.0
